TIME , serial, 2, 4, 8, 16
10000, 0.002002, 0.000471, 0.000336, 0.000214, 0.000298
100000, 0.017111, 0.003122, 0.001605, 0.001110, 0.001341
1000000, 0.054315, 0.020364, 0.013493, 0.007289, 0.007873
10000000, 0.402306, 0.072087, 0.041784, 0.025743, 0.059241
SPEEDUP , serial, 2, 4, 8, 16
10000, 1, 4.25053, 5.95833, 9.35514, 6.71812
100000, 1, 5.48078, 10.6611, 15.4153, 12.7599
1000000, 1, 2.66721, 4.02542, 7.45164, 6.89889
10000000, 1, 5.58084, 9.62823, 15.6278, 6.79101
